Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Shipped,Grand_Total
1834,WCW/NWO Thunder,PS,1998,Fighting,THQ  ,Inland Productions  ,,,1.1,0.48,0.04,0.07,1.69,,1.69
1835,Divinity: Original Sin 2,PC,2016,Role-Playing,Larian Studios  ,Larian Studios  ,,,,,,,,1.69,1.69
1836,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts  ,Griptonite Games  ,6.6,,0.87,0.66,0.08,0.08,1.69,,1.69
1837,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames  ,Webfoot Technologies  ,6.5,,1.52,0.12,,0.05,1.69,,1.69
1838,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts  ,The Sims Studio  ,7.5,,0.59,0.88,,0.22,1.69,,1.69
1839,LEGO Batman 2: DC Super Heroes,X360,2012,Action-Adventure,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.9,0.64,,0.15,1.69,,1.69
1840,Far Cry 4,XOne,2014,Shooter,Ubisoft  ,Ubisoft Montreal  ,8.5,,0.85,0.68,0.02,0.14,1.68,,1.68
1841,Saints Row 2,PS3,2008,Action,THQ  ,Volition Inc.  ,7.9,,0.88,0.54,0.02,0.24,1.68,,1.68
1842,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Crave Entertainment  ,Point of View  ,,,0.82,0.64,,0.22,1.68,,1.68
1843,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment  ,989 Studios  ,8.6,,1.58,0.06,,0.04,1.68,,1.68
1844,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts  ,Rebellion Developments  ,7.5,,0.9,0.47,,0.32,1.68,,1.68
1845,Time Crisis,PS,1997,Shooter,Namco  ,Namco  ,8.5,,0.38,0.87,0.33,0.1,1.68,,1.68
1846,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo  ,HAL Laboratory  ,,,,,,,,1.68,1.68
1847,Virtua Fighter 4,PS2,2002,Fighting,Sega  ,Sega-AM2  ,9.3,,,,,,,1.68,1.68
1848,Planetary Annihilation,PC,2014,Strategy,Nordic Games  ,Uber Entertainment  ,,,,,,,,1.68,1.68
1849,The Sims: Superstar,PC,2003,Simulation,Electronic Arts  ,Maxis  ,,,1.67,0,,,1.68,,1.68
1850,Tales of Destiny,All,N/A,Role-Playing,Unknown  ,Wolf Team  ,,,,,,,,1.68,1.68
1851,SSX 3,PS2,2003,Sports,EA Sports BIG   ,EA Canada  ,,,0.93,0.52,,0.22,1.67,,1.67
1852,Madden NFL 2001,PS,2000,Sports,EA Sports  ,EA Sports  ,,,1.58,0.05,,0.04,1.67,,1.67
1853,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,8.7,,0.96,0.42,0.08,0.21,1.67,,1.67
1854,Star Wars Battlefront II,XB,2005,Shooter,LucasArts  ,Pandemic Studios  ,,,1.22,0.39,,0.06,1.67,,1.67
1855,Disney's DuckTales,NES,1989,Platform,Capcom  ,Capcom  ,,,,,,,,1.67,1.67
1856,"Monsters, Inc.",GBA,2001,Adventure,THQ  ,Artificial Mind and Movement  ,,,0.59,0.95,0.03,0.1,1.67,,1.67
1857,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision  ,Neversoft  ,,,1.09,0.49,0.02,0.07,1.67,,1.67
1858,PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios  ,Bizarre Creations  ,8.9,,0.97,0.59,0.04,0.07,1.67,,1.67
1859,Destiny,PS3,2014,Shooter,Activision  ,Bungie  ,,,0.69,0.59,0.13,0.26,1.67,,1.67
1860,Fight Night Round 3,PS3,2006,Fighting,EA Sports  ,EA Chicago  ,,,0.81,0.58,0.01,0.26,1.67,,1.67
1861,Spy Hunter,PS2,2001,Racing,Midway Games  ,Paradigm Entertainment  ,,,1.13,0.32,,0.22,1.67,,1.67
1862,NCAA Football 2004,PS2,2003,Sports,Electronic Arts  ,EA Tiburon  ,8.1,,1.35,0.09,,0.23,1.67,,1.67
1863,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ  ,Heavy Iron Studios  ,5.8,,1.08,0.45,,0.14,1.67,,1.67
1864,Disney Infinity,Wii,2013,Misc,Disney Interactive Studios  ,Unknown  ,,,1.06,0.44,,0.16,1.66,,1.66
1865,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft  ,Ubisoft Montreal  ,7.8,,0.93,0.56,,0.16,1.66,,1.66
1866,SSX,PS2,2000,Sports,EA Sports BIG   ,EA Canada  ,,,0.78,0.61,0.06,0.2,1.66,,1.66
1867,NBA Ballers,PS2,2004,Sports,Midway Games  ,Midway  ,,,0.81,0.63,,0.21,1.66,,1.66
1868,NBA Live 2003,PS2,2002,Sports,EA Sports  ,EA Canada  ,,,1.25,0.15,0.03,0.22,1.66,,1.66
1869,NBA 2K15,X360,2014,Sports,2K Sports  ,Visual Concepts  ,,,1.37,0.11,,0.17,1.66,,1.66
1870,Ms. Pac-Man,2600,1982,Puzzle,Atari  ,General Entertainment  ,,,1.54,0.1,,0.02,1.65,,1.65
1871,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts  ,Krome Studios  ,,,1.21,0.3,,0.14,1.65,,1.65
1872,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari  ,Spike  ,,,,,,,,1.65,1.65
1873,Golden Sun,GBA,2001,Role-Playing,Nintendo  ,Camelot Software Planning  ,9.1,,,,,,,1.65,1.65
1874,Pok茅mon Super Mystery Dungeon,3DS,2015,Role-Playing,Nintendo  ,ChunSoft  ,7.7,,,,,,,1.65,1.65
1875,Senran Kagura,Series,2013,Action-Adventure,Xseed Games  ,Tamsoft  ,,,,,,,,1.65,1.65
1876,Street Fighter II': Special Champion Edition,GEN,1993,Fighting,Capcom  ,Capcom  ,,,,,,,,1.65,1.65
1877,Super Scope 6,SNES,1992,Shooter,Nintendo  ,Nintendo R&D1  ,,,,,,,,1.65,1.65
1878,MySims,Wii,2007,Simulation,Electronic Arts  ,EA Redwood Shores  ,7.1,,0.9,0.54,0.04,0.17,1.65,,1.65
1879,Need for Speed Carbon,X360,2006,Racing,Electronic Arts  ,EA Black Box  ,7.9,,0.76,0.69,0.02,0.18,1.65,,1.65
1880,Plants vs. Zombies,PC,2009,Strategy,PopCap Games  ,PopCap Games  ,9,,,,,,,1.65,1.65
1881,Watch Dogs,XOne,2014,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,,,0.91,0.59,,0.15,1.64,,1.64
1882,Persona 5,PS4,2017,Role-Playing,Atlus  ,Atlus  ,,,0.62,0.34,0.48,0.2,1.64,,1.64
1883,Army of Two,X360,2008,Shooter,Electronic Arts  ,EA Montreal  ,6.7,,1.09,0.37,0.02,0.16,1.64,,1.64
1884,Dig Dug,2600,1983,Puzzle,Atari  ,Atari  ,,,1.52,0.1,,0.02,1.64,,1.64
1885,Battlefield 2: Modern Combat,All,N/A,Shooter,Unknown  ,Digital Illusions CE  ,,,,,,,,1.64,1.64
1886,Ghosts 'n Goblins,NES,1986,Platform,Capcom  ,Micronics  ,,,,,,,,1.64,1.64
1887,Sonic Mega Collection,GC,2002,Misc,Sega  ,Sonic Team  ,7.5,,,,,,,1.64,1.64
1888,Tom Clancy's Rainbow Six,PS,1999,Shooter,Red Storm Entertainment  ,Rebellion Developments  ,,,0.93,0.63,,0.08,1.64,,1.64
1889,Wii Play: Motion,Wii,2011,Misc,Nintendo  ,Nintendo EAD  ,5.2,,,,,,,1.64,1.64
1890,Tiger Woods PGA Tour 2003,PS2,2002,Sports,EA Sports  ,EA Redwood Shores  ,,,0.8,0.63,,0.21,1.64,,1.64
1891,NBA Live 06 (All region sales),PS2,2005,Sports,EA Sports  ,EA Canada  ,,,1.44,0.15,,0.05,1.64,,1.64
1892,Prince of Persia: Warrior Within,PS2,2004,Adventure,Ubisoft  ,Ubisoft Montreal  ,,,0.54,0.88,,0.22,1.64,,1.64
1893,ESPN NFL 2K5,XB,2004,Sports,Sega  ,Visual Concepts  ,,,1.54,0.02,,0.07,1.63,,1.63
1894,Mario Party 6,GC,2004,Misc,Nintendo  ,Hudson Soft  ,7.2,,,,,,,1.63,1.63
1895,Max Payne 3,X360,2012,Shooter,Rockstar Games  ,Rockstar Vancouver  ,,,0.86,0.62,0.01,0.13,1.63,,1.63
1896,Tiger Woods PGA Tour 2004,PS2,2003,Sports,EA Sports  ,EA Redwood Shores  ,,,1.18,0.34,,0.1,1.63,,1.63
1897,Ape Escape,PS,1999,Platform,Sony Computer Entertainment  ,SCE Japan Studio  ,9.3,,0.71,0.48,0.32,0.11,1.63,,1.63
1898,NCAA Football 2005,PS2,2004,Sports,EA Sports  ,EA Tiburon  ,,,1.32,0.09,,0.22,1.62,,1.62
1899,Kinectimals,X360,2010,Simulation,Microsoft Game Studios  ,Frontier Studio  ,7.5,,1.02,0.46,0,0.14,1.62,,1.62
1900,Uncharted: Golden Abyss,PSV,2012,Action,Sony Computer Entertainment  ,SCEA Bend Studio / Naughty Dog  ,7.9,,0.53,0.71,0.13,0.25,1.62,,1.62
1901,Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,Activision  ,Neversoft Entertainment  ,,,0.8,0.63,0.01,0.19,1.62,,1.62
1902,Call of Duty: Black Ops,PC,2010,Shooter,Activision  ,Treyarch  ,8.5,,0.58,0.82,,0.23,1.62,,1.62
1903,The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment  ,Ready at Dawn  ,6.2,,0.44,0.86,0.07,0.25,1.62,,1.62
1904,Rock Band,PS3,2007,Misc,MTV Games  ,Harmonix Music Systems  ,9.1,,0.99,0.41,,0.22,1.62,,1.62
1905,Sled Storm,PS,1999,Racing,Electronic Arts  ,EA Canada  ,,,0.9,0.61,,0.11,1.62,,1.62
1906,NFL Street 2,PS2,2004,Sports,EA Sports BIG   ,EA Tiburon  ,,,0.79,0.62,,0.21,1.61,,1.61
1907,Baseball,GB,1989,Sports,Nintendo  ,Nintendo  ,,,,,,,,1.61,1.61
1908,Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami  ,Konami Computer Entertainment Shinjuku  ,,,,,1.61,0.01,1.61,,1.61
1909,Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment  ,Relentless Software  ,,,,1.18,,0.43,1.61,,1.61
1910,SpongeBob's Atlantis SquarePantis,DS,2007,Adventure,THQ  ,Altron  ,,,1.49,0,,0.11,1.61,,1.61
1911,Tom Clancy's Ghost Recon Wildlands,XOne,2017,Shooter,Ubisoft  ,Ubisoft Paris  ,7.7,,0.98,0.48,,0.15,1.61,,1.61
1912,Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks  ,MachineGames  ,,,0.48,0.84,0.03,0.25,1.61,,1.61
1913,Rage,X360,2011,Shooter,Bethesda Softworks  ,id Software  ,7.9,,0.82,0.6,0.03,0.15,1.6,,1.6
1914,Madden NFL 15,XOne,2014,Sports,EA Sports  ,EA Tiburon  ,,,1.34,0.1,,0.17,1.6,,1.6
1915,Midnight Club 3: DUB Edition (America/Others Sales),PS2,2005,Racing,Rockstar Games  ,Rockstar San Diego  ,,,1.3,0.23,,0.07,1.6,,1.6
1916,Battlefield: Bad Company,All,N/A,Shooter,Unknown  ,EA DICE  ,,,,,,,,1.6,1.6
1917,Dragon Quest IV: Chapters of the Chosen,DS,2008,Role-Playing,Square Enix  ,ArtePiazza  ,8.1,8,,,,,,1.6,1.6
1918,Dragon Quest Monsters 2: Cobi's Journey,GB,2001,Role-Playing,Enix  ,TOSE Software  ,,,,,,,,1.6,1.6
1919,Dragon Quest VII: Fragments of the Forgotten Past,3DS,2016,Role-Playing,Nintendo  ,ArtePiazza  ,,,,,,,,1.6,1.6
1920,F-1 World Grand Prix,N64,1998,Racing,Video System  ,Paradigm Entertainment  ,,,,,,,,1.6,1.6
1921,Kingdom Hearts HD I.5 ReMIX,PS3,2013,Misc,Square Enix  ,Square Enix  ,,,,,,,,1.6,1.6
1922,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix  ,Jupiter Corporation  ,7.4,,,,,,,1.6,1.6
1923,Lost Planet: Extreme Condition,X360,2007,Shooter,Capcom  ,Capcom  ,7.6,,,,,,,1.6,1.6
1924,Marvel vs. Capcom: Infinite,All,N/A,Fighting,Unknown  ,Capcom  ,,,,,,,,1.6,1.6
1925,Metroid Fusion,GBA,2002,Adventure,Nintendo  ,Nintendo R&D1  ,9,,,,,,,1.6,1.6
1926,Pikmin,GC,2001,Strategy,Nintendo  ,Nintendo EAD  ,8.1,,,,,,,1.6,1.6
1927,Resident Evil 4,GC,2005,Action,Capcom  ,Capcom Production Studio 4  ,9.6,,,,,,,1.6,1.6
1928,Sonic Adventure DX: Director's Cut,GC,2003,Platform,Sega  ,Sonic Team  ,5.4,,,,,,,1.6,1.6
1929,Sonic Unleashed,Wii,2008,Platform,Sega  ,Sonic Team/Dimps Corporation  ,6.7,8.2,,,,,,1.6,1.6
1930,Super Mario Strikers,GC,2005,Sports,Nintendo  ,Next Level Games  ,8,,,,,,,1.6,1.6
1931,Tales of Symphonia,All,N/A,Role-Playing,Unknown  ,Namco Tales Studio  ,,,,,,,,1.6,1.6
1932,River Raid,2600,1982,Shooter,Activision  ,Activision  ,,,1.49,0.09,,0.02,1.6,,1.6
1933,Just Cause 2,X360,2010,Action,Square Enix  ,Avalanche Studios  ,8,,0.59,0.83,0.02,0.17,1.6,,1.6
1934,Silent Hill,PS,1999,Adventure,Konami  ,KCET  ,8.9,,0.71,0.48,0.3,0.1,1.6,,1.6
1935,L.A. Noire: The Complete Edition,PC,2011,Adventure,Rockstar Games  ,Rockstar Leeds  ,,,,,,,,1.6,1.6
1936,ESPN NBA 2K5,PS2,2004,Sports,Sega  ,Visual Concepts  ,,,1.26,0.12,,0.21,1.59,,1.59
1937,Sonic Generations,PS3,2011,Platform,Sega  ,Sonic Team  ,7.3,,0.6,0.72,0.02,0.25,1.59,,1.59
1938,LEGO Harry Potter: Years 1-4,X360,2010,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,7.9,,0.95,0.5,,0.14,1.59,,1.59
1939,Far Cry 2,X360,2008,Shooter,Ubisoft  ,Ubisoft Montreal  ,8.5,,0.72,0.69,0.02,0.18,1.59,,1.59
1940,Soul Blade,PS,1997,Fighting,Namco  ,Namco  ,8.6,,0.61,0.41,0.46,0.1,1.59,,1.59
1941,Diddy Kong Racing DS,DS,2007,Racing,Nintendo  ,Rare Ltd.  ,5.1,,,,,,,1.59,1.59
1942,Kirby: Planet Robobot,3DS,2016,Action,Nintendo  ,HAL Laboratory  ,7.7,,,,,,,1.59,1.59
1943,Mario Bros.,2600,1983,Platform,Atari  ,Atari  ,,,1.48,0.09,,0.02,1.59,,1.59
1944,Pro Evolution Soccer 2008,PS3,2008,Sports,Konami  ,Konami  ,7.1,,0.04,1.1,0.32,0.13,1.59,,1.59
1945,FIFA 16,X360,2015,Sports,EA Sports  ,EA Canada  ,9,,0.59,0.88,,0.12,1.59,,1.59
1946,NASCAR 2000,PS,1999,Racing,EA Sports  ,Stormfront Studios  ,,,0.88,0.6,,0.1,1.59,,1.59
1947,Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami  ,Bemani  ,,,0.94,0.48,0.01,0.15,1.58,,1.58
1948,Final Fantasy XIV Online,PC,2010,MMO,Square Enix  ,Square Enix  ,5.3,,0.93,0.48,,0.16,1.58,,1.58
1949,Tales of Vesperia,All,N/A,Role-Playing,Unknown  ,Namco Tales Studio  ,,,,,,,,1.58,1.58
1950,Jampack Summer 2K,PS,2000,Misc,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,,,0.88,0.6,,0.1,1.58,,1.58
1951,Devil May Cry 4,PS3,2008,Action,Capcom  ,Capcom  ,8.2,8.2,0.58,0.45,0.34,0.2,1.58,,1.58
1952,Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games  ,Digital Eclipse  ,,,0.85,0.65,,0.08,1.58,,1.58
1953,Batman: Arkham Knight,XOne,2015,Action,Warner Bros. Interactive Entertainment  ,Rocksteady Studios  ,,,0.97,0.46,,0.14,1.58,,1.58
1954,LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,Disney Interactive Studios  ,Traveller's Tales  ,7.5,,0.73,0.69,,0.15,1.57,,1.57
1955,Pro Evolution Soccer 2010,PS2,2009,Sports,Konami  ,Konami  ,7.2,,0.1,0.18,0.12,1.16,1.57,,1.57
1956,NCAA Football 2002,PS2,2001,Sports,EA Sports  ,EA聽Tiburon  ,,,0.77,0.6,,0.2,1.57,,1.57
1957,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision  ,Vicarious Visions  ,,,0.84,0.57,,0.16,1.57,,1.57
1958,Mario Tennis Open,3DS,2012,Sports,Nintendo  ,Camelot Software Planning  ,6.6,,,,,,,1.57,1.57
1959,Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision  ,Mind Candy  ,,,0.38,0.98,,0.21,1.57,,1.57
1960,Conflict: Desert Storm,PS2,2002,Shooter,Gotham Games  ,Pivotal Games  ,,,0.98,0.53,,0.06,1.57,,1.57
1961,High School Musical 3: Senior Year,DS,2008,Misc,Disney Interactive Studios  ,Griptonite Games  ,,,0.63,0.76,,0.18,1.57,,1.57
1962,Carnival Games: Mini Golf,Wii,2008,Sports,2K Play  ,Cat Daddy Games  ,,,0.86,0.55,,0.15,1.56,,1.56
1963,Smuggler's Run,PS2,2000,Racing,Rockstar Games  ,Rockstar San Diego  ,,,0.77,0.6,,0.2,1.56,,1.56
1964,Fight Night Round 3,PS2,2006,Fighting,EA Sports  ,EA Chicago  ,,,1.07,0.4,,0.1,1.56,,1.56
1965,AudioSurf,PC,2008,Misc,Invisible Handlebar   ,BestGameEver.com  ,8.2,9,,,,,,1.56,1.56
1966,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive  ,NetherRealm Studios  ,8.4,,1.06,0.31,,0.19,1.56,,1.56
1967,Donkey Kong Classics,NES,1988,Platform,Nintendo  ,Nintendo  ,,,,,,,,1.56,1.56
1968,Yoshi's Woolly World,WiiU,2015,Platform,Nintendo  ,Good-Feel  ,7.4,6,,,,,,1.56,1.56
1969,Mark of the Ninja,PC,2012,Action,Microsoft Studios  ,Klei Entertainment  ,9.3,,,,,,,1.56,1.56
1970,Hannah Montana: Music Jam,DS,2007,Action,Disney Interactive Studios  ,Fall Line Studio  ,,,1.05,0.36,,0.15,1.56,,1.56
1971,Twisted Metal,PS,1995,Action,Sony Computer Entertainment  ,SingleTrac  ,7,,1.32,0.19,,0.05,1.56,,1.56
1972,BioShock 2,PC,2010,Shooter,2K Games  ,2K Marin  ,8.5,,,,,,,1.56,1.56
1973,MySims Kingdom,DS,2008,Simulation,Electronic Arts  ,EA Redwood Shores  ,,,0.8,0.59,0.01,0.16,1.56,,1.56
1974,Mafia II,X360,2010,Action,2K Games  ,Illusion Softworks  ,7.2,,0.85,0.55,,0.15,1.56,,1.56
1975,Stuntman,PS2,2002,Racing,Atari  ,Reflections Interactive  ,,,0.76,0.59,,0.2,1.55,,1.55
1976,Tom Clancy's Rainbow Six 3,XB,2003,Shooter,Ubisoft  ,Ubisoft Montreal / Red Storm Entertainment  ,,,0.91,0.57,,0.07,1.55,,1.55
1977,BioShock 2,PS3,2010,Shooter,2K Games  ,2K Marin  ,8.5,,0.85,0.46,0.02,0.22,1.55,,1.55
1978,Dishonored,PS3,2013,Shooter,Bethesda Softworks  ,Arkane Studios  ,,,0.72,0.54,0.04,0.26,1.55,,1.55
1979,Guitar Hero 5,Wii,2009,Misc,Activision  ,Vicarious Visions  ,8.9,,0.92,0.48,,0.15,1.55,,1.55
1980,007: The World is Not Enough,N64,2000,Shooter,Electronic Arts  ,Eurocom Entertainment Software  ,7.4,,1.13,0.38,0.02,0.03,1.55,,1.55
1981,Practise English!,DS,2007,Misc,Nintendo  ,Plato  ,,,,,,,,1.55,1.55
1982,Spider-Man 2: Enter: Electro,PS,2001,Action,Activision  ,Vicarious Visions  ,,,0.57,0.87,0.02,0.09,1.55,,1.55
1983,Battlefield V,XOne,2018,Shooter,Electronic Arts  ,EA DICE  ,,,1.05,0.35,,0.15,1.55,,1.55
1984,Need for Speed: Most Wanted (2012),X360,2012,Racing,Electronic Arts  ,Criterion Games  ,,,0.62,0.79,0.01,0.12,1.54,,1.54
1985,Go Vacation,Wii,2011,Misc,Namco Bandai  ,Namco Bandai Games  ,7,,0.42,0.66,0.33,0.13,1.54,,1.54
1986,NBA 2K14,PS4,2013,Sports,2K Sports  ,Visual Concepts  ,,,0.91,0.35,0.01,0.27,1.54,,1.54
1987,Dark Cloud,PS2,2001,Role-Playing,Sony Computer Entertainment  ,Level 5  ,8.2,,0.83,0.44,0.08,0.19,1.54,,1.54
1988,Iron Man 2,All,N/A,Action-Adventure,Unknown  ,"Sega Studios, San Francisco  ",,,,,,,,1.54,1.54
1989,Sonic the Hedgehog (2006),X360,2006,Platform,Sega  ,Sonic Team  ,4.8,4.8,,,,,,1.54,1.54
1990,SoulCalibur IV,X360,2008,Fighting,Namco Bandai  ,Project Soul  ,8.3,,,,,,,1.54,1.54
1991,MVP Baseball 2005,PS2,2005,Sports,EA Sports  ,EA Canada  ,,,1.26,0.07,,0.21,1.54,,1.54
1992,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive  ,Probe Entertainment Limited  ,8.5,,0.85,0.58,,0.1,1.54,,1.54
1993,Hitman,PC,2016,Action,Square Enix  ,IO Interactive  ,,,,,,,,1.53,1.53
1994,Mortal Kombat 3,SNES,1995,Fighting,Williams Entertainment  ,Sculptured Software  ,,,1.19,0.29,,0.05,1.53,,1.53
1995,Pok茅mon Ranger: Guardian Signs,DS,2010,Role-Playing,Nintendo  ,Creatures Inc.  ,6.5,,,,,,,1.53,1.53
1996,Tecmo Bowl,NES,1989,Sports,Tecmo  ,Tecmo  ,,,,,,,,1.53,1.53
1997,Yoshi's Cookie,GB,1993,Puzzle,Nintendo  ,Jupiter Multimedia  ,,,,,,,,1.53,1.53
1998,NFL GameDay 99,PS,1998,Sports,989 Studios  ,Red Line Studios  ,,,1.44,0.05,,0.04,1.53,,1.53
1999,Disney Infinity,X360,2013,Misc,Disney Interactive Studios  ,Unknown  ,,,1.04,0.35,,0.15,1.53,,1.53
2000,ShellShock Live,PC,N/A,Strategy,Unknown  ,kChamp Games  ,,,,,,,,1.53,1.53
2001,Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts  ,Obsidian Entertainment  ,,,,,,,,1.53,1.53
2002,Tiger Woods 99 PGA Tour Golf,PS,1998,Sports,EA Sports  ,EA Sports  ,,,0.85,0.58,,0.1,1.53,,1.53
2003,Knockout Kings,PS,1998,Fighting,EA Sports  ,Press Start Inc.  ,,,1.07,0.39,,0.06,1.52,,1.52
2004,The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts  ,The Code Monkeys  ,,,0.36,0.9,,0.27,1.52,,1.52
2005,Disney Fairies: Tinker Bell,DS,2008,Adventure,Disney Interactive Studios  ,Hyde  ,,,0.85,0.51,0.01,0.15,1.52,,1.52
2006,Fight Night Round 4,PS3,2009,Fighting,EA Sports  ,EA Canada  ,8.6,,0.92,0.4,,0.2,1.52,,1.52
2007,Pro Evolution Soccer 2013,PS3,2012,Sports,Konami Digital Entertainment  ,Konami  ,,,0.18,0.65,0.49,0.2,1.52,,1.52
2008,NASCAR 98,PS,1997,Racing,EA Sports  ,Stormfront Studios  ,,,1.43,0.05,,0.04,1.52,,1.52
2009,F1 Race,NES,1984,Racing,Nintendo  ,Nintendo  ,,,,,,,,1.52,1.52
2010,Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Nintendo  ,Nintendo Software Technology Corporation  ,7.7,,,,,,,1.52,1.52
2011,Onimusha 3: Demon Siege,PS2,2004,Action,Capcom  ,Capcom  ,,,,,,,,1.52,1.52
2012,Xevious,NES,1990,Shooter,Namco  ,Namco  ,,,0.18,0.06,1.27,0.01,1.52,,1.52
2013,NASCAR 99,PS,1998,Racing,EA Sports  ,Stormfront Studios  ,,,1.45,0.04,,0.04,1.52,,1.52
2014,Forza Motorsport 7,XOne,2017,Racing,Microsoft Studios  ,Turn 10 Studios  ,8.9,,0.58,0.81,0.01,0.12,1.52,,1.52
2015,NBA Live 2000,PS,1999,Sports,EA Sports  ,NuFX  ,,,1.43,0.05,,0.03,1.52,,1.52
2016,Super Monkey Ball 2,GC,2002,Puzzle,Sega  ,Amusement Vision  ,,,1.11,0.31,0.06,0.04,1.52,,1.52
2017,Sonic Rivals 2,PSP,2007,Racing,Sega  ,Backbone Entertainment  ,6.4,,0.44,0.7,,0.37,1.52,,1.52
2018,Dead Space 2,X360,2011,Shooter,Electronic Arts  ,Visceral Games  ,9.1,,0.94,0.44,,0.13,1.52,,1.52
2019,MySims Kingdom,Wii,2008,Simulation,Electronic Arts  ,EA Redwood Shores  ,,,0.7,0.64,0.01,0.16,1.52,,1.52
2020,Pac-Man World 2,PS2,2002,Action,Namco  ,Namco  ,,,1.26,0.05,,0.21,1.51,,1.51
2021,How to Survive,PC,2013,Action,505 Games  ,EKO Software  ,,,,,,,,1.51,1.51
2022,Call of Duty: Black Ops II,PC,2012,Shooter,Activision  ,Treyarch  ,,,0.66,0.7,,0.15,1.51,,1.51
2023,Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,Shooter,Activision  ,Treyarch  ,7.2,8.9,0.94,0.43,,0.14,1.51,,1.51
2024,Tomb Raider: Definitive Edition,PS4,2014,Action-Adventure,Square Enix  ,Crystal Dynamics  ,,,0.47,0.74,0.06,0.23,1.51,,1.51
2025,Call of Duty 3,PS3,2006,Shooter,Activision  ,Treyarch  ,7.7,,0.6,0.63,0.03,0.26,1.51,,1.51
2026,Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts  ,LucasArts  ,6.3,,0.8,0.5,,0.21,1.51,,1.51
2027,Mega Man 2,NES,1989,Platform,Capcom  ,Capcom  ,,,,,,,,1.51,1.51
2028,Simpsons Wrestling,PS,2001,Fighting,Activision  ,Big Ape Productions  ,,,0.23,1.16,,0.11,1.51,,1.51
2029,The Simpsons Game,DS,2007,Platform,Electronic Arts  ,Griptonite Games  ,,,0.56,0.78,,0.17,1.51,,1.51
2030,Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment  ,Iguana Entertainment  ,8.9,,1.14,0.32,0.05,,1.51,,1.51
2031,NBA Live 98,PS,1997,Sports,EA Sports  ,EA Canada  ,,,1.41,0.06,,0.04,1.51,,1.51
2032,The Simpsons Game,PS2,2007,Platform,Electronic Arts  ,EA Redwood Shores  ,,,0.35,0.03,,1.13,1.51,,1.51
2033,Madden NFL 19,XOne,2018,Sports,EA Sports  ,EA Tiburon  ,,,1.33,0.02,,0.16,1.51,,1.51
2034,Monopoly,PS,1997,Misc,Hasbro Interactive  ,Gremlin Interactive  ,,,1.18,0.27,,0.05,1.51,,1.51
2035,SoulCalibur II,GC,2003,Fighting,Namco  ,Namco  ,9.2,,0.99,0.32,0.11,0.08,1.5,,1.5
2036,Tokyo Xtreme Racer Zero,PS2,2001,Racing,Crave Entertainment  ,Genki  ,,,0.66,0.52,0.15,0.17,1.5,,1.5
2037,Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment  ,PlatinumGames  ,9,,0.47,0.41,0.44,0.18,1.5,,1.5
